[2026-04-21 02:02:39 UTC] [0002] 2026-03-23 12:02 C=1.15544 | R_MASTER_RESET
[2026-04-21 02:05:10 UTC] [0260] 2026-03-23 16:20 C=1.15772 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:10 UTC] [0260] 2026-03-23 16:20 C=1.15772 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:10 UTC] [0260] 2026-03-23 16:20 C=1.15772 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:10 UTC] [0260] 2026-03-23 16:20 C=1.15772 | KL_FRACTURE score=2.465
[2026-04-21 02:05:10 UTC] [0260] 2026-03-23 16:20 C=1.15772 | TOPO_FRACTURE h1=7.38
[2026-04-21 02:05:10 UTC] [0261] 2026-03-23 16:21 C=1.15787 | R_MASTER_RESET
[2026-04-21 02:05:10 UTC] [0261] 2026-03-23 16:21 C=1.15787 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:10 UTC] [0261] 2026-03-23 16:21 C=1.15787 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:10 UTC] [0261] 2026-03-23 16:21 C=1.15787 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:10 UTC] [0261] 2026-03-23 16:21 C=1.15787 | KL_FRACTURE score=2.498
[2026-04-21 02:05:10 UTC] [0261] 2026-03-23 16:21 C=1.15787 | TOPO_FRACTURE h1=6.92
[2026-04-21 02:05:11 UTC] [0262] 2026-03-23 16:22 C=1.15795 | R_MASTER_RESET
[2026-04-21 02:05:11 UTC] [0262] 2026-03-23 16:22 C=1.15795 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:11 UTC] [0262] 2026-03-23 16:22 C=1.15795 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:11 UTC] [0262] 2026-03-23 16:22 C=1.15795 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:11 UTC] [0262] 2026-03-23 16:22 C=1.15795 | KL_FRACTURE score=2.520
[2026-04-21 02:05:11 UTC] [0262] 2026-03-23 16:22 C=1.15795 | TOPO_FRACTURE h1=6.82
[2026-04-21 02:05:11 UTC] [0263] 2026-03-23 16:23 C=1.15806 | R_MASTER_RESET
[2026-04-21 02:05:11 UTC] [0263] 2026-03-23 16:23 C=1.15806 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:11 UTC] [0263] 2026-03-23 16:23 C=1.15806 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:11 UTC] [0263] 2026-03-23 16:23 C=1.15806 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:11 UTC] [0263] 2026-03-23 16:23 C=1.15806 | KL_FRACTURE score=4.279
[2026-04-21 02:05:11 UTC] [0263] 2026-03-23 16:23 C=1.15806 | TOPO_FRACTURE h1=6.86
[2026-04-21 02:05:12 UTC] [0264] 2026-03-23 16:24 C=1.15827 | R_MASTER_RESET
[2026-04-21 02:05:12 UTC] [0264] 2026-03-23 16:24 C=1.15827 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:12 UTC] [0264] 2026-03-23 16:24 C=1.15827 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:12 UTC] [0264] 2026-03-23 16:24 C=1.15827 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:12 UTC] [0264] 2026-03-23 16:24 C=1.15827 | KL_FRACTURE score=4.261
[2026-04-21 02:05:12 UTC] [0264] 2026-03-23 16:24 C=1.15827 | TOPO_FRACTURE h1=6.99
[2026-04-21 02:05:13 UTC] [0265] 2026-03-23 16:25 C=1.15796 | R_MASTER_RESET
[2026-04-21 02:05:13 UTC] [0265] 2026-03-23 16:25 C=1.15796 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:13 UTC] [0265] 2026-03-23 16:25 C=1.15796 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:13 UTC] [0265] 2026-03-23 16:25 C=1.15796 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:13 UTC] [0265] 2026-03-23 16:25 C=1.15796 | KL_FRACTURE score=2.519
[2026-04-21 02:05:13 UTC] [0265] 2026-03-23 16:25 C=1.15796 | TOPO_FRACTURE h1=6.62
[2026-04-21 02:05:13 UTC] [0266] 2026-03-23 16:26 C=1.15792 | R_MASTER_RESET
[2026-04-21 02:05:13 UTC] [0266] 2026-03-23 16:26 C=1.15792 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:13 UTC] [0266] 2026-03-23 16:26 C=1.15792 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:13 UTC] [0266] 2026-03-23 16:26 C=1.15792 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:13 UTC] [0266] 2026-03-23 16:26 C=1.15792 | KL_FRACTURE score=2.526
[2026-04-21 02:05:13 UTC] [0266] 2026-03-23 16:26 C=1.15792 | TOPO_FRACTURE h1=6.61
[2026-04-21 02:05:14 UTC] [0267] 2026-03-23 16:27 C=1.15783 | R_MASTER_RESET
[2026-04-21 02:05:14 UTC] [0267] 2026-03-23 16:27 C=1.15783 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:14 UTC] [0267] 2026-03-23 16:27 C=1.15783 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:14 UTC] [0267] 2026-03-23 16:27 C=1.15783 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:14 UTC] [0267] 2026-03-23 16:27 C=1.15783 | KL_FRACTURE score=1.616
[2026-04-21 02:05:14 UTC] [0267] 2026-03-23 16:27 C=1.15783 | TOPO_FRACTURE h1=6.42
[2026-04-21 02:05:14 UTC] [0268] 2026-03-23 16:28 C=1.15813 | R_MASTER_RESET
[2026-04-21 02:05:14 UTC] [0268] 2026-03-23 16:28 C=1.15813 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:14 UTC] [0268] 2026-03-23 16:28 C=1.15813 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:14 UTC] [0268] 2026-03-23 16:28 C=1.15813 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:14 UTC] [0268] 2026-03-23 16:28 C=1.15813 | KL_FRACTURE score=1.641
[2026-04-21 02:05:14 UTC] [0268] 2026-03-23 16:28 C=1.15813 | TOPO_FRACTURE h1=6.62
[2026-04-21 02:05:15 UTC] [0269] 2026-03-23 16:29 C=1.15785 | R_MASTER_RESET
[2026-04-21 02:05:15 UTC] [0269] 2026-03-23 16:29 C=1.15785 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:15 UTC] [0269] 2026-03-23 16:29 C=1.15785 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:15 UTC] [0269] 2026-03-23 16:29 C=1.15785 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:15 UTC] [0269] 2026-03-23 16:29 C=1.15785 | KL_FRACTURE score=1.666
[2026-04-21 02:05:15 UTC] [0269] 2026-03-23 16:29 C=1.15785 | TOPO_FRACTURE h1=6.69
[2026-04-21 02:05:16 UTC] [0270] 2026-03-23 16:30 C=1.15802 | R_MASTER_RESET
[2026-04-21 02:05:16 UTC] [0270] 2026-03-23 16:30 C=1.15802 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:16 UTC] [0270] 2026-03-23 16:30 C=1.15802 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:16 UTC] [0270] 2026-03-23 16:30 C=1.15802 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:16 UTC] [0270] 2026-03-23 16:30 C=1.15802 | KL_FRACTURE score=1.688
[2026-04-21 02:05:16 UTC] [0270] 2026-03-23 16:30 C=1.15802 | TOPO_FRACTURE h1=6.60
[2026-04-21 02:05:16 UTC] [0271] 2026-03-23 16:31 C=1.15841 | R_MASTER_RESET
[2026-04-21 02:05:16 UTC] [0271] 2026-03-23 16:31 C=1.15841 | FVG BULLISH_FVG eq=1.15870
[2026-04-21 02:05:16 UTC] [0271] 2026-03-23 16:31 C=1.15841 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:16 UTC] [0271] 2026-03-23 16:31 C=1.15841 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:16 UTC] [0271] 2026-03-23 16:31 C=1.15841 | KL_FRACTURE score=1.703
[2026-04-21 02:05:16 UTC] [0271] 2026-03-23 16:31 C=1.15841 | TOPO_FRACTURE h1=6.92
[2026-04-21 02:05:17 UTC] [0272] 2026-03-23 16:32 C=1.15822 | R_MASTER_RESET
[2026-04-21 02:05:17 UTC] [0272] 2026-03-23 16:32 C=1.15822 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:17 UTC] [0272] 2026-03-23 16:32 C=1.15822 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:17 UTC] [0272] 2026-03-23 16:32 C=1.15822 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:17 UTC] [0272] 2026-03-23 16:32 C=1.15822 | KL_FRACTURE score=2.064
[2026-04-21 02:05:17 UTC] [0272] 2026-03-23 16:32 C=1.15822 | TOPO_FRACTURE h1=6.93
[2026-04-21 02:05:17 UTC] [0273] 2026-03-23 16:33 C=1.15850 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:17 UTC] [0273] 2026-03-23 16:33 C=1.15850 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:17 UTC] [0273] 2026-03-23 16:33 C=1.15850 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:17 UTC] [0273] 2026-03-23 16:33 C=1.15850 | TOPO_FRACTURE h1=7.03
[2026-04-21 02:05:18 UTC] [0274] 2026-03-23 16:34 C=1.15894 | R_MASTER_RESET
[2026-04-21 02:05:18 UTC] [0274] 2026-03-23 16:34 C=1.15894 | FVG BEARISH_FVG eq=1.15848
[2026-04-21 02:05:18 UTC] [0274] 2026-03-23 16:34 C=1.15894 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:18 UTC] [0274] 2026-03-23 16:34 C=1.15894 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:18 UTC] [0274] 2026-03-23 16:34 C=1.15894 | KL_FRACTURE score=1.485
[2026-04-21 02:05:18 UTC] [0274] 2026-03-23 16:34 C=1.15894 | TOPO_FRACTURE h1=7.25
[2026-04-21 02:05:19 UTC] [0275] 2026-03-23 16:35 C=1.15899 | R_MASTER_RESET
[2026-04-21 02:05:19 UTC] [0275] 2026-03-23 16:35 C=1.15899 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:19 UTC] [0275] 2026-03-23 16:35 C=1.15899 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:19 UTC] [0275] 2026-03-23 16:35 C=1.15899 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:19 UTC] [0275] 2026-03-23 16:35 C=1.15899 | KL_FRACTURE score=1.485
[2026-04-21 02:05:19 UTC] [0275] 2026-03-23 16:35 C=1.15899 | TOPO_FRACTURE h1=7.26
[2026-04-21 02:05:19 UTC] [0276] 2026-03-23 16:36 C=1.15901 | R_MASTER_RESET
[2026-04-21 02:05:19 UTC] [0276] 2026-03-23 16:36 C=1.15901 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:19 UTC] [0276] 2026-03-23 16:36 C=1.15901 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:19 UTC] [0276] 2026-03-23 16:36 C=1.15901 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:19 UTC] [0276] 2026-03-23 16:36 C=1.15901 | KL_FRACTURE score=1.494
[2026-04-21 02:05:19 UTC] [0276] 2026-03-23 16:36 C=1.15901 | TOPO_FRACTURE h1=7.26
[2026-04-21 02:05:20 UTC] [0277] 2026-03-23 16:37 C=1.15906 | R_MASTER_RESET
[2026-04-21 02:05:20 UTC] [0277] 2026-03-23 16:37 C=1.15906 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:20 UTC] [0277] 2026-03-23 16:37 C=1.15906 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:20 UTC] [0277] 2026-03-23 16:37 C=1.15906 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:20 UTC] [0277] 2026-03-23 16:37 C=1.15906 | KL_FRACTURE score=1.933
[2026-04-21 02:05:20 UTC] [0277] 2026-03-23 16:37 C=1.15906 | TOPO_FRACTURE h1=7.26
[2026-04-21 02:05:20 UTC] [0278] 2026-03-23 16:38 C=1.15891 | R_MASTER_RESET
[2026-04-21 02:05:20 UTC] [0278] 2026-03-23 16:38 C=1.15891 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:20 UTC] [0278] 2026-03-23 16:38 C=1.15891 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:20 UTC] [0278] 2026-03-23 16:38 C=1.15891 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:20 UTC] [0278] 2026-03-23 16:38 C=1.15891 | KL_FRACTURE score=1.970
[2026-04-21 02:05:20 UTC] [0278] 2026-03-23 16:38 C=1.15891 | TOPO_FRACTURE h1=7.28
[2026-04-21 02:05:21 UTC] [0279] 2026-03-23 16:39 C=1.15869 | R_MASTER_RESET
[2026-04-21 02:05:21 UTC] [0279] 2026-03-23 16:39 C=1.15869 | FVG BULLISH_FVG eq=1.15855
[2026-04-21 02:05:21 UTC] [0279] 2026-03-23 16:39 C=1.15869 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:21 UTC] [0279] 2026-03-23 16:39 C=1.15869 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:21 UTC] [0279] 2026-03-23 16:39 C=1.15869 | KL_FRACTURE score=1.936
[2026-04-21 02:05:21 UTC] [0279] 2026-03-23 16:39 C=1.15869 | TOPO_FRACTURE h1=7.34
[2026-04-21 02:05:22 UTC] [0280] 2026-03-23 16:40 C=1.15866 | R_MASTER_RESET
[2026-04-21 02:05:22 UTC] [0280] 2026-03-23 16:40 C=1.15866 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:22 UTC] [0280] 2026-03-23 16:40 C=1.15866 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:22 UTC] [0280] 2026-03-23 16:40 C=1.15866 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:22 UTC] [0280] 2026-03-23 16:40 C=1.15866 | KL_FRACTURE score=1.920
[2026-04-21 02:05:22 UTC] [0280] 2026-03-23 16:40 C=1.15866 | TOPO_FRACTURE h1=7.15
[2026-04-21 02:05:22 UTC] [0281] 2026-03-23 16:41 C=1.15885 | R_MASTER_RESET
[2026-04-21 02:05:22 UTC] [0281] 2026-03-23 16:41 C=1.15885 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:22 UTC] [0281] 2026-03-23 16:41 C=1.15885 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:22 UTC] [0281] 2026-03-23 16:41 C=1.15885 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:22 UTC] [0281] 2026-03-23 16:41 C=1.15885 | KL_FRACTURE score=1.923
[2026-04-21 02:05:22 UTC] [0281] 2026-03-23 16:41 C=1.15885 | TOPO_FRACTURE h1=7.23
[2026-04-21 02:05:23 UTC] [0282] 2026-03-23 16:42 C=1.15896 | R_MASTER_RESET
[2026-04-21 02:05:23 UTC] [0282] 2026-03-23 16:42 C=1.15896 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:23 UTC] [0282] 2026-03-23 16:42 C=1.15896 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:23 UTC] [0282] 2026-03-23 16:42 C=1.15896 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:23 UTC] [0282] 2026-03-23 16:42 C=1.15896 | KL_FRACTURE score=3.218
[2026-04-21 02:05:23 UTC] [0282] 2026-03-23 16:42 C=1.15896 | TOPO_FRACTURE h1=7.16
[2026-04-21 02:05:23 UTC] [0283] 2026-03-23 16:43 C=1.15912 | R_MASTER_RESET
[2026-04-21 02:05:23 UTC] [0283] 2026-03-23 16:43 C=1.15912 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:23 UTC] [0283] 2026-03-23 16:43 C=1.15912 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:23 UTC] [0283] 2026-03-23 16:43 C=1.15912 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:23 UTC] [0283] 2026-03-23 16:43 C=1.15912 | KL_FRACTURE score=4.046
[2026-04-21 02:05:23 UTC] [0283] 2026-03-23 16:43 C=1.15912 | TOPO_FRACTURE h1=7.21
[2026-04-21 02:05:24 UTC] [0284] 2026-03-23 16:44 C=1.15933 | R_MASTER_RESET
[2026-04-21 02:05:24 UTC] [0284] 2026-03-23 16:44 C=1.15933 | FVG BULLISH_FVG eq=1.15810
[2026-04-21 02:05:24 UTC] [0284] 2026-03-23 16:44 C=1.15933 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:24 UTC] [0284] 2026-03-23 16:44 C=1.15933 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:24 UTC] [0284] 2026-03-23 16:44 C=1.15933 | KL_FRACTURE score=4.557
[2026-04-21 02:05:24 UTC] [0284] 2026-03-23 16:44 C=1.15933 | TOPO_FRACTURE h1=7.23
[2026-04-21 02:05:25 UTC] [0285] 2026-03-23 16:45 C=1.15957 | R_MASTER_RESET
[2026-04-21 02:05:25 UTC] [0285] 2026-03-23 16:45 C=1.15957 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:25 UTC] [0285] 2026-03-23 16:45 C=1.15957 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:25 UTC] [0285] 2026-03-23 16:45 C=1.15957 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:25 UTC] [0285] 2026-03-23 16:45 C=1.15957 | KL_FRACTURE score=4.557
[2026-04-21 02:05:25 UTC] [0285] 2026-03-23 16:45 C=1.15957 | TOPO_FRACTURE h1=7.29
[2026-04-21 02:05:25 UTC] [0286] 2026-03-23 16:46 C=1.15937 | R_MASTER_RESET
[2026-04-21 02:05:25 UTC] [0286] 2026-03-23 16:46 C=1.15937 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:25 UTC] [0286] 2026-03-23 16:46 C=1.15937 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:25 UTC] [0286] 2026-03-23 16:46 C=1.15937 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:25 UTC] [0286] 2026-03-23 16:46 C=1.15937 | KL_FRACTURE score=4.541
[2026-04-21 02:05:25 UTC] [0286] 2026-03-23 16:46 C=1.15937 | TOPO_FRACTURE h1=7.35
[2026-04-21 02:05:26 UTC] [0287] 2026-03-23 16:47 C=1.15956 | R_MASTER_RESET
[2026-04-21 02:05:26 UTC] [0287] 2026-03-23 16:47 C=1.15956 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:26 UTC] [0287] 2026-03-23 16:47 C=1.15956 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:26 UTC] [0287] 2026-03-23 16:47 C=1.15956 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:26 UTC] [0287] 2026-03-23 16:47 C=1.15956 | KL_FRACTURE score=4.545
[2026-04-21 02:05:26 UTC] [0287] 2026-03-23 16:47 C=1.15956 | TOPO_FRACTURE h1=7.36
[2026-04-21 02:05:26 UTC] [0288] 2026-03-23 16:48 C=1.15942 | R_MASTER_RESET
[2026-04-21 02:05:26 UTC] [0288] 2026-03-23 16:48 C=1.15942 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:26 UTC] [0288] 2026-03-23 16:48 C=1.15942 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:26 UTC] [0288] 2026-03-23 16:48 C=1.15942 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:26 UTC] [0288] 2026-03-23 16:48 C=1.15942 | KL_FRACTURE score=4.182
[2026-04-21 02:05:26 UTC] [0288] 2026-03-23 16:48 C=1.15942 | TOPO_FRACTURE h1=7.39
[2026-04-21 02:05:27 UTC] [0289] 2026-03-23 16:49 C=1.15974 | R_MASTER_RESET
[2026-04-21 02:05:27 UTC] [0289] 2026-03-23 16:49 C=1.15974 | FVG BULLISH_FVG eq=1.15864
[2026-04-21 02:05:27 UTC] [0289] 2026-03-23 16:49 C=1.15974 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:27 UTC] [0289] 2026-03-23 16:49 C=1.15974 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:27 UTC] [0289] 2026-03-23 16:49 C=1.15974 | KL_FRACTURE score=2.780
[2026-04-21 02:05:27 UTC] [0289] 2026-03-23 16:49 C=1.15974 | TOPO_FRACTURE h1=7.47
[2026-04-21 02:05:28 UTC] [0290] 2026-03-23 16:50 C=1.15991 | R_MASTER_RESET
[2026-04-21 02:05:28 UTC] [0290] 2026-03-23 16:50 C=1.15991 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:28 UTC] [0290] 2026-03-23 16:50 C=1.15991 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:28 UTC] [0290] 2026-03-23 16:50 C=1.15991 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:28 UTC] [0290] 2026-03-23 16:50 C=1.15991 | KL_FRACTURE score=4.035
[2026-04-21 02:05:28 UTC] [0290] 2026-03-23 16:50 C=1.15991 | TOPO_FRACTURE h1=7.41
[2026-04-21 02:05:28 UTC] [0291] 2026-03-23 16:51 C=1.15989 | R_MASTER_RESET
[2026-04-21 02:05:28 UTC] [0291] 2026-03-23 16:51 C=1.15989 | JUDAS_SWING score=70 wick=11.33296
[2026-04-21 02:05:28 UTC] [0291] 2026-03-23 16:51 C=1.15989 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:28 UTC] [0291] 2026-03-23 16:51 C=1.15989 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:28 UTC] [0291] 2026-03-23 16:51 C=1.15989 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:28 UTC] [0291] 2026-03-23 16:51 C=1.15989 | KL_FRACTURE score=4.033
[2026-04-21 02:05:28 UTC] [0291] 2026-03-23 16:51 C=1.15989 | TOPO_FRACTURE h1=6.98
[2026-04-21 02:05:29 UTC] [0292] 2026-03-23 16:52 C=1.15991 | R_MASTER_RESET
[2026-04-21 02:05:29 UTC] [0292] 2026-03-23 16:52 C=1.15991 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:29 UTC] [0292] 2026-03-23 16:52 C=1.15991 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:29 UTC] [0292] 2026-03-23 16:52 C=1.15991 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:29 UTC] [0292] 2026-03-23 16:52 C=1.15991 | KL_FRACTURE score=3.600
[2026-04-21 02:05:29 UTC] [0292] 2026-03-23 16:52 C=1.15991 | TOPO_FRACTURE h1=6.95
[2026-04-21 02:05:29 UTC] [0293] 2026-03-23 16:53 C=1.15994 | R_MASTER_RESET
[2026-04-21 02:05:29 UTC] [0293] 2026-03-23 16:53 C=1.15994 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:29 UTC] [0293] 2026-03-23 16:53 C=1.15994 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:29 UTC] [0293] 2026-03-23 16:53 C=1.15994 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:29 UTC] [0293] 2026-03-23 16:53 C=1.15994 | KL_FRACTURE score=4.012
[2026-04-21 02:05:29 UTC] [0293] 2026-03-23 16:53 C=1.15994 | TOPO_FRACTURE h1=6.42
[2026-04-21 02:05:30 UTC] [0294] 2026-03-23 16:54 C=1.15987 | R_MASTER_RESET
[2026-04-21 02:05:30 UTC] [0294] 2026-03-23 16:54 C=1.15987 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:30 UTC] [0294] 2026-03-23 16:54 C=1.15987 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:30 UTC] [0294] 2026-03-23 16:54 C=1.15987 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:30 UTC] [0294] 2026-03-23 16:54 C=1.15987 | KL_FRACTURE score=4.037
[2026-04-21 02:05:30 UTC] [0294] 2026-03-23 16:54 C=1.15987 | TOPO_FRACTURE h1=6.16
[2026-04-21 02:05:31 UTC] [0295] 2026-03-23 16:55 C=1.15979 | R_MASTER_RESET
[2026-04-21 02:05:31 UTC] [0295] 2026-03-23 16:55 C=1.15979 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:31 UTC] [0295] 2026-03-23 16:55 C=1.15979 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:31 UTC] [0295] 2026-03-23 16:55 C=1.15979 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:31 UTC] [0295] 2026-03-23 16:55 C=1.15979 | KL_FRACTURE score=3.577
[2026-04-21 02:05:31 UTC] [0295] 2026-03-23 16:55 C=1.15979 | TOPO_FRACTURE h1=6.17
[2026-04-21 02:05:31 UTC] [0296] 2026-03-23 16:56 C=1.15959 | R_MASTER_RESET
[2026-04-21 02:05:31 UTC] [0296] 2026-03-23 16:56 C=1.15959 | FVG BEARISH_FVG eq=1.15887
[2026-04-21 02:05:31 UTC] [0296] 2026-03-23 16:56 C=1.15959 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:31 UTC] [0296] 2026-03-23 16:56 C=1.15959 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:31 UTC] [0296] 2026-03-23 16:56 C=1.15959 | KL_FRACTURE score=3.548
[2026-04-21 02:05:31 UTC] [0296] 2026-03-23 16:56 C=1.15959 | TOPO_FRACTURE h1=6.19
[2026-04-21 02:05:32 UTC] [0297] 2026-03-23 16:57 C=1.15910 | R_MASTER_RESET
[2026-04-21 02:05:32 UTC] [0297] 2026-03-23 16:57 C=1.15910 | FVG BULLISH_FVG eq=1.15915
[2026-04-21 02:05:32 UTC] [0297] 2026-03-23 16:57 C=1.15910 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:32 UTC] [0297] 2026-03-23 16:57 C=1.15910 | FVG BEARISH_FVG eq=1.15965
[2026-04-21 02:05:32 UTC] [0297] 2026-03-23 16:57 C=1.15910 | KL_FRACTURE score=4.008
[2026-04-21 02:05:32 UTC] [0297] 2026-03-23 16:57 C=1.15910 | TOPO_FRACTURE h1=6.35
[2026-04-21 02:05:32 UTC] [0298] 2026-03-23 16:58 C=1.15912 | R_MASTER_RESET
[2026-04-21 02:05:32 UTC] [0298] 2026-03-23 16:58 C=1.15912 | FVG BULLISH_FVG eq=1.15969
[2026-04-21 02:05:32 UTC] [0298] 2026-03-23 16:58 C=1.15912 | FVG BEARISH_FVG eq=1.15965
[2026-04-21 02:05:32 UTC] [0298] 2026-03-23 16:58 C=1.15912 | FVG BEARISH_FVG eq=1.15938
[2026-04-21 02:05:32 UTC] [0298] 2026-03-23 16:58 C=1.15912 | KL_FRACTURE score=4.449
[2026-04-21 02:05:32 UTC] [0298] 2026-03-23 16:58 C=1.15912 | TOPO_FRACTURE h1=6.30
[2026-04-21 02:05:33 UTC] [0299] 2026-03-23 16:59 C=1.15910 | R_MASTER_RESET
[2026-04-21 02:05:33 UTC] [0299] 2026-03-23 16:59 C=1.15910 | FVG BULLISH_FVG eq=1.15969
